150.04,-200.02,100.12
150.04,-199.02,100.12
151.04,-199.02,100.12
152.04,-199.02,100.12
153.04,-199.02,100.12
154.04,-199.02,100.12
155.04,-199.02,100.12
156.04,-199.02,100.12
157.04,-199.02,100.12
158.04,-199.02,100.12
159.04,-199.02,100.12
160.04,-199.02,100.12
161.04,-199.02,100.12
162.04,-199.02,100.12
163.04,-199.02,100.12
164.04,-199.02,100.12
165.04,-199.02,100.12
166.04,-199.02,100.12
167.04,-199.02,100.12
168.04,-199.02,100.12
169.04,-199.02,100.12
170.04,-199.02,100.12
171.04,-199.02,100.12
172.04,-199.02,100.12
173.04,-199.02,100.12
174.04,-199.02,100.12
175.04,-199.02,100.12
176.04,-199.02,100.12
177.04,-199.02,100.12
178.04,-199.02,100.12
179.04,-199.02,100.12
180.04,-199.02,100.12
181.04,-199.02,100.12
182.04,-199.02,100.12
183.04,-199.02,100.12
184.04,-199.02,100.12
185.04,-199.02,100.12
186.04,-199.02,100.12
187.04,-199.02,100.12
188.04,-199.02,100.12
189.04,-199.02,100.12
190.04,-199.02,100.12
191.04,-199.02,100.12
192.04,-199.02,100.12
193.04,-199.02,100.12
194.04,-199.02,100.12
195.04,-199.02,100.12
196.04,-199.02,100.12
197.04,-199.02,100.12
198.04,-199.02,100.12
199.04,-199.02,100.12
200.04,-199.02,100.12
201.04,-199.02,100.12
202.04,-199.02,100.12
203.04,-199.02,100.12
204.04,-199.02,100.12
205.04,-199.02,100.12
206.04,-199.02,100.12
207.04,-199.02,100.12
208.04,-199.02,100.12
209.04,-199.02,100.12
210.04,-199.02,100.12
211.04,-199.02,100.12
212.04,-199.02,100.12
213.04,-199.02,100.12
214.04,-199.02,100.12
215.04,-199.02,100.12
216.04,-199.02,100.12
217.04,-199.02,100.12
218.04,-199.02,100.12
219.04,-199.02,100.12
220.04,-199.02,100.12
221.04,-199.02,100.12
222.04,-199.02,100.12
223.04,-199.02,100.12
224.04,-199.02,100.12
225.04,-199.02,100.12
226.04,-199.02,100.12
227.04,-199.02,100.12
228.04,-199.02,100.12
229.04,-199.02,100.12
230.04,-199.02,100.12
231.04,-199.02,100.12
232.04,-199.02,100.12
233.04,-199.02,100.12
234.04,-199.02,100.12
235.04,-199.02,100.12
236.04,-199.02,100.12
237.04,-199.02,100.12
238.04,-199.02,100.12
239.04,-199.02,100.12
240.04,-199.02,100.12
241.04,-199.02,100.12
242.04,-199.02,100.12
243.04,-199.02,100.12
244.04,-199.02,100.12
245.04,-199.02,100.12
246.04,-199.02,100.12
247.04,-199.02,100.12
248.04,-199.02,100.12
249.04,-199.02,100.12
250.04,-199.02,100.12
251.04,-199.02,100.12
251.04,-198.02,100.12
250.04,-198.02,100.12
249.04,-198.02,100.12
248.04,-198.02,100.12
247.04,-198.02,100.12
246.04,-198.02,100.12
245.04,-198.02,100.12
244.04,-198.02,100.12
243.04,-198.02,100.12
242.04,-198.02,100.12
241.04,-198.02,100.12
240.04,-198.02,100.12
239.04,-198.02,100.12
238.04,-198.02,100.12
237.04,-198.02,100.12
236.04,-198.02,100.12
235.04,-198.02,100.12
234.04,-198.02,100.12
233.04,-198.02,100.12
232.04,-198.02,100.12
231.04,-198.02,100.12
230.04,-198.02,100.12
229.04,-198.02,100.12
228.04,-198.02,100.12
227.04,-198.02,100.12
226.04,-198.02,100.12
225.04,-198.02,100.12
224.04,-198.02,100.12
223.04,-198.02,100.12
222.04,-198.02,100.12
221.04,-198.02,100.12
220.04,-198.02,100.12
219.04,-198.02,100.12
218.04,-198.02,100.12
217.04,-198.02,100.12
216.04,-198.02,100.12
215.04,-198.02,100.12
214.04,-198.02,100.12
213.04,-198.02,100.12
212.04,-198.02,100.12
211.04,-198.02,100.12
210.04,-198.02,100.12
209.04,-198.02,100.12
208.04,-198.02,100.12
207.04,-198.02,100.12
206.04,-198.02,100.12
205.04,-198.02,100.12
204.04,-198.02,100.12
203.04,-198.02,100.12
202.04,-198.02,100.12
