150.0357666,-200.021286,100.1197205,-53.12647247,14.85462189,11.92249966
150.0357819,-199.0213165,100.1197205,-52.98852921,14.52240753,12.00158215
151.0357666,-199.0213013,100.1197205,-52.80541229,14.77314758,11.9420557
152.0357819,-199.0213318,100.1197205,-52.62316895,15.02506256,11.88126183
153.0357971,-199.021347,100.1197205,-52.44181442,15.27816772,11.81918621
154.0358124,-199.0213318,100.1197205,-52.26133347,15.53244019,11.75581741
155.0358429,-199.021347,100.1197205,-52.08172989,15.78792572,11.69113636
156.0358276,-199.0213165,100.1197205,-51.90299606,16.04457092,11.62513638
157.0358734,-199.0213318,100.1197052,-51.7251358,16.30242157,11.55780792
158.0358734,-199.021347,100.1197052,-51.54814148,16.56149292,11.48912334
159.0358887,-199.0213623,100.1197052,-51.37201309,16.82175446,11.41907597
160.0358887,-199.0213623,100.1196899,-51.19674683,17.08322144,11.34765911
161.0359039,-199.0214081,100.1196823,-51.02233887,17.34591675,11.27485466
162.0358887,-199.0214081,100.1196823,-50.84878922,17.6098175,11.20064259
163.0358734,-199.0214233,100.1196823,-50.67609024,17.87493896,11.12501335
164.0359039,-199.0214691,100.1196823,-50.50423431,18.14131165,11.04794884
165.0359192,-199.0214844,100.1196823,-50.33322906,18.40892029,10.96943855
166.0359192,-199.0214996,100.1196823,-50.16306305,18.67777252,10.88946342
167.0359344,-199.0214996,100.1196823,-49.99373627,18.94788361,10.80801582
168.0359344,-199.0215149,100.1196823,-49.8252449,19.21924591,10.72507858
169.0359192,-199.0215302,100.1196747,-49.65759277,19.49188995,10.64063168
170.0359192,-199.0215302,100.1196747,-49.49076462,19.76580811,10.55465984
171.0359192,-199.0215454,100.1196747,-49.32476044,20.04101563,10.46715069
172.0359192,-199.0215454,100.1196823,-49.15958023,20.31752777,10.37807941
173.0359344,-199.0215454,100.1196823,-48.99522018,20.5953598,10.28743362
174.0359344,-199.0215607,100.1196747,-48.83167648,20.87450409,10.19520283
175.0359344,-199.0215454,100.1196747,-48.6689415,21.15499878,10.10135841
176.0359192,-199.0215759,100.1196747,-48.50701904,21.43683624,10.0058918
177.0359344,-199.0216064,100.1196747,-48.3459053,21.72003174,9.908778191
178.0359497,-199.021637,100.1196747,-48.18558884,22.00463104,9.80999279
179.035965,-199.0216064,100.1196747,-48.02606964,22.29058075,9.709537506
180.0359497,-199.021637,100.1196747,-47.86734772,22.57796478,9.607372284
181.035965,-199.0216675,100.1196671,-47.70941925,22.86675262,9.503486633
182.0359802,-199.0216827,100.1196671,-47.55227661,23.15699005,9.397853851
